,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
B3GALT6,70.63284054,0.119751398,45.60505164,0.199054655,0.842219991,0.987469161
CA12,3185.208072,-0.227598722,1.856419516,0.244646016,0.806730531,0.967014094
LINC01139,140.8831322,1.203344663,5.808063648,2.259244027,0.02386821,0.096909351
ARMC3,22.02979183,-0.063640633,1.607455691,1.016682213,0.30930463,0.58932834
AC108047.1,44.19578552,1.268043015,2.033355462,0.415824322,0.67753856,0.883308481
ARHGEF26-AS1,18.89959847,-0.194313585,1.825656743,0.423937404,0.671611465,0.879825612
DBI,5113.939601,7.271156427,3.050592909,7.665590639,1.7801E-14,3.3938E-13
FBP1,2835.525054,1.663806293,68.24666642,6.101504255,1.05075E-09,1.47334E-08
HAPLN2,14.28022805,0.251901642,2.096687398,-0.541463052,0.588188458,0.821549869
MIR4300HG,32.62974625,-0.223797389,4.037453602,0.485407198,0.627387527,0.848389049
IGHG2,238.2496514,0.356403492,4.468789931,-0.347268618,0.728389524,0.916734996
AL603832.1,19.50287717,-1.391687382,3.18645297,0.526004706,0.598884937,0.82913935
RAB44,25.33966361,0.174540608,32.54003822,0.050557078,0.959678466,1
FAM184A,247.1463851,-0.962098809,2.763450675,-1.926681399,0.054019347,0.185701643
FRAS1,1363.37897,0.111382956,0.926554691,-2.662871743,0.007747694,0.037166585
AC104781.2,18.05577118,0.138380492,1.619483135,1.030116267,0.30295543,0.583122712
ASPHD1,39.38170621,-0.278571003,1.321260582,0.634991515,0.525433949,0.776905307
C6orf99,41.22217454,0.121461607,6.684690318,0.302216798,0.7624868,0.93997827
RERE-AS1,17.07120721,0.05402608,1.705888137,0.867498707,0.38566882,0.664383412
CWH43,82.52175205,-0.011214659,38.42054716,-0.060387321,0.951847157,1
LINC01033,31.05763032,-0.12894316,1.785319167,1.774997129,0.075898361,0.240141519
PROZ,57.80168224,-0.24832327,1.33794881,1.510230257,0.130984681,0.352078355
AC007277.1,14.36406552,-0.127067357,1.778642046,0.702371931,0.482447245,0.743285424
M1AP,23.85360189,0.314356372,1.613002558,14.37118903,7.84723E-47,5.2571E-45
CTF1,49.83281295,2.486332707,2.137732374,2.577067743,0.009964242,0.045992843
TBC1D13,190.5404066,0.199474348,1.216795773,0.904104881,0.36593979,0.648103756
GNAL,112.0430356,-0.192540094,1.467642915,0.889388298,0.373794432,0.655429598
ABCA6,66.24140734,-1.69283117,3.521046726,-0.939224022,0.347615738,0.630821863
ZPLD1,47.94142983,-0.092612036,2.824265134,1.157064019,0.247246206,0.518180349
PADI3,15.51140439,-0.055339667,20.2159994,-0.677581627,0.498036999,0.755196939
AC025810.1,23.86254241,-0.592599416,15.8324946,-0.461586501,0.644377877,0.859794381
PTGIS,61.83888177,0.233105454,1.376480812,0.859657606,0.38997781,0.668107963
AP001825.1,24.65089246,0.052184761,1.562071864,11.54925207,7.44656E-31,2.94414E-29
RUNDC3B,95.95289343,-0.835866508,3.140253563,-1.049606182,0.293899214,0.573924558
PCLO,546.7118348,-0.495344764,1.395819765,18.43953718,6.32806E-76,7.92815E-74
ERICH2,18.51258461,0.286665834,1.644735155,1.414616905,0.15718085,0.396113808
PIGZ,43.14872029,0.170446724,0.984555727,2.796553639,0.005165084,0.026087338
AC106897.1,19.78737966,0.175643765,1.56015109,1.666517455,0.095610395,0.284432561
AL023284.4,20.45040684,0.025333903,1.653314053,1.257762257,0.208477749,0.469617826
CASC9,40.5108879,-0.203857843,3.377832954,0.098624355,0.921436532,1
PDE6G,20.39446616,0.305333666,1.826748916,1.498370073,0.134037127,0.357578744
NEBL,1266.886791,0.170312508,1.035680551,-2.181272255,0.029163285,0.113397103
HPGDS,31.03998381,0.060840418,2.250350589,0.38602333,0.699479391,0.89691971
ARHGEF35,103.6957084,0.756054185,1.955960378,0.889524909,0.373721043,0.655429598
AC009315.1,51.19647469,-0.017695949,1.65741741,13.04157581,7.09748E-39,3.86833E-37
AC008731.1,57.79430998,0.027079874,22.20051059,0.007382779,0.994109448,1
AL139383.1,199.2976428,-0.278453166,2.749481771,-7.189279264,6.51342E-13,1.1281E-11
COL21A1,41.70152144,-0.533479218,1.18036348,0.564476825,0.572429668,0.810976199
SYNE1,2287.380336,-0.59705882,1.8870433,-0.545279605,0.585561229,0.819632788
LHFPL4,14.69554874,0.104217928,1.230457507,1.136298756,0.255831551,0.529047583
SEMA3F-AS1,22.4840173,-0.186592033,0.955082869,1.507800191,0.131605673,0.353157143
S100A4,3398.34377,7.576625938,2.818216038,6.814219809,9.47767E-12,1.50133E-10
CPB1,13.84356812,-0.027562028,4.289043347,-0.398004321,0.690627,0.891898082
CLEC1A,61.27960375,0.646384442,1.579221442,1.871562511,0.061267154,0.204939055
BMP4,43.67290655,0.169933479,8.54703638,0.196536669,0.844190134,0.988697612
AC020916.1,637.8868848,-0.083052984,14.11753928,4.219700212,2.44627E-05,0.000202221
ADM5,13.61750754,0.230941455,1.958318169,0.753220976,0.451317136,0.718790839
LILRB4,44.57288981,0.468902456,2.408691449,1.698614836,0.089391779,0.271268479
ECHDC3,673.9064024,2.460783716,2.338450227,4.331248591,1.48266E-05,0.000127936
FABP4,135.9612029,3.205938843,4.336165837,1.263444245,0.206429572,0.467558722
ABCA2,111.7620807,0.658963851,1.891180976,-1.255131339,0.209431085,0.470951441
NUP210,176.253722,-0.379926573,1.177390833,-0.414968049,0.678165293,0.883764727
AC097515.1,78.3512062,-0.151756248,9.628564835,-0.11324965,0.909832634,1
AL590434.1,16.73497929,1.414468093,1.162832003,0,1,1
AL591501.1,42.45536984,-0.258997061,2.218241333,-0.284816181,0.775784975,0.947081983
AL035701.1,27.03133748,0.21864539,1.064227477,1.566845185,0.117150883,0.327866135
ROGDI,246.5338375,2.375139872,2.108301178,3.81098018,0.000138417,0.000992056
DCHS2,16.3212983,-0.168319175,2.992119251,0.393026172,0.694300151,0.89400875
CLMP,50.2373079,-1.104698917,11.02744063,0.237598627,0.812192415,0.970185764
LCMT2,35.07760138,0.447843666,2.454126151,2.815294821,0.00487325,0.024808574
BICC1,3488.951155,-0.80022518,2.350631699,-4.574167484,4.78117E-06,4.4999E-05
PLXND1,163.8320085,0.997418055,3.250605092,1.554527976,0.120058529,0.333029667
LINC02336,85.83785746,-0.379682547,2.216872612,-0.522183961,0.601542252,0.830710487
IL17RD,73.38250559,-1.08200455,6.8817684,-0.410344792,0.681553039,0.885514096
CCL3,652.5008531,9.322114113,8.279991555,2.604065868,0.009212505,0.043184177
TFF1,17.65260514,8.481826134,3.540056609,0.385216717,0.700076859,0.897374629
GBP5,51.36326225,0.88445545,3.245191621,2.61175582,0.009007857,0.042327055
KCTD11,29.13040888,0.394719192,1.520404489,3.056031189,0.002242879,0.012565073
GATD3B,722.4189294,-2.588140259,2.52977189,4.038921496,5.36975E-05,0.000418433
STK4,637.0489262,1.000470766,1.971275257,1.016103007,0.309580337,0.589394486
TMBIM6,5420.541154,4.998075411,2.462522358,5.12230146,3.01829E-07,3.24971E-06
ZFP3,39.15947804,-0.07015842,1.252727349,0.869860518,0.384376634,0.663223286
AL691432.2,56.16996377,0.357606446,1.601421555,2.562491387,0.010392417,0.04783189
ATP10B,44.84774035,-0.043971837,3.20239452,0.572142719,0.56722529,0.807559382
PDPN,13.8244893,-0.164006919,7.754668255,0.329687239,0.741636297,0.926037453
PYCARD,268.335685,7.783965735,3.350321593,7.740468453,9.90512E-15,1.91877E-13
LOXL3,16.3065897,0.028822908,1.436947297,1.072900467,0.283315776,0.562260295
MYO1E,1476.481894,0.860024371,6.591005796,-1.338687717,0.180672357,0.431742934
ELL2,1035.236505,0.556047167,1.262900064,1.604669004,0.108566667,0.311061073
AP4B1-AS1,15.68218768,0.042567853,1.23997711,1.002039191,0.316324665,0.59671178
AL590822.1,18.02199844,0.044277441,1.592652597,0.41674752,0.676863092,0.882988269
MAPK4,156.0610347,-0.061528573,73.80469095,-0.037196083,0.970328662,1
CERKL,85.78581543,0.219882627,1.473784685,0.147165051,0.883001745,1
PRIM2,286.7952674,-1.046575072,1.465640562,-8.366583122,5.93131E-17,1.30638E-15
DGKE,139.3979775,0.033372263,1.261110611,1.553333938,0.120343376,0.333465598
GRAMD2A,32.64282005,-0.084602119,7.706709292,-0.010618824,0.991527564,1
CHRFAM7A,17.79416554,0.03812741,2.32759969,0.569971656,0.568696922,0.80881899
SV2B,17.53637356,0.121387201,1.296990038,1.883755434,0.059598064,0.20025863
AL031768.2,32.25656895,-0.244283481,1.544283022,0.716941625,0.473410116,0.736228125
PRKCG,40.31989058,0.111887452,4.400887741,0.527095221,0.598127465,0.828328404
LINC02785,17.15524173,-0.146795914,2.183969001,0.982653342,0.325778081,0.607300706
NPTXR,25.51397426,0.276234002,1.362576759,1.088934904,0.276182593,0.553800348
CAMK4,208.8956845,0.030275966,3.53066511,1.23371026,0.217310889,0.480441175
EIF4EBP1,278.5404325,4.02904657,2.381105552,5.555850757,2.76263E-08,3.37723E-07
LINC01138,440.0456331,0.135541869,1.546607696,-2.459613007,0.01390869,0.061690636
PARD3,2240.515962,-2.132792788,0.828610926,-8.885939792,6.33827E-19,1.55191E-17
HHLA3,131.9372106,1.054241992,4.13944681,3.202194936,0.001363847,0.008131662
CXXC4-AS1,23.49160687,-0.202840736,1.896651918,0.35998923,0.718855188,0.910675771
AL359704.3,86.7712986,0.117120883,1.772398082,-5.520323125,3.38377E-08,4.10606E-07
ATP2A1,23.12882058,-1.591365185,1.548319732,0.89577026,0.370375476,0.652241601
AL133480.1,36.64389739,-0.124423912,1.555454513,0.950935798,0.341636968,0.624317453
SPAG6,16.75840302,0.060989928,1.280402327,0.159644573,0.873161065,1
NHSL2,111.9803163,0.031369285,0.650847712,2.227036499,0.025944835,0.103382825
ARPP21,15.77293432,-0.184401663,2.026439728,1.466551812,0.142498017,0.372541564
LINC02284,46.58246669,-0.140409069,18.50796977,-0.137279402,0.890809951,1
C17orf100,30.73652612,0.086954722,1.610696973,1.463804442,0.143247388,0.373815833
SLC22A18,401.1143632,1.804852455,0.988709546,6.196799021,5.7623E-10,8.19895E-09
RAB25,288.2599435,4.164601962,3.861209138,5.735365295,9.73024E-09,1.25659E-07
LMO7,1159.475641,0.412673478,0.2519682,-13.19939076,8.84475E-40,5.04883E-38
TMEM174,425.2330511,0.082393334,1.799225784,2.511052859,0.012037167,0.054415441
LYVE1,50.93341814,0.150499729,1.700228949,1.337414723,0.181087301,0.432101417
MRPS6,1834.811791,2.825008705,4.597584636,2.127904781,0.033344979,0.126346824
S100B,26.37494511,0.89732151,10.017418,0.706216687,0.480053395,0.740972016
AC011446.2,14.01509618,0.31241704,3.278144705,0.16647536,0.867782872,0.999006975
ARID5B,1853.882433,0.239722654,0.728536118,0.897416573,0.369496672,0.651456247
PRMT9,310.9366623,0.865973883,9.977205956,1.466869688,0.142411508,0.372424509
LINC01088,62.59217551,0.045316033,1.472729627,0.575113397,0.565214608,0.80617155
NCCRP1,33.85327389,0.473621773,2.259034012,1.085047746,0.277900509,0.555492161
AC105384.1,17.14295859,0.127884963,1.84293904,0.702118817,0.482605068,0.743285424
CCDC170,40.27869935,-0.037021527,6.837562518,0.092069951,0.926642462,1
AL031289.1,16.55544903,0.253074433,1.548159757,1.902579751,0.057095403,0.194558768
SLC2A6,41.4765195,0.193523798,1.322687615,2.13417092,0.032828792,0.12488145
RALGAPA2,804.6162485,-1.182574866,8.279750894,-1.300534154,0.193417958,0.449831978
AL137856.1,68.75643013,0.049235984,1.642630659,1.520163234,0.128469955,0.347838804
MARC2,597.4094303,-0.195306111,1.275185262,0.953213541,0.340481887,0.622560418
AL139815.1,21.65881035,-0.010761504,1.806786764,0.598066468,0.549795583,0.796236643
AL133453.1,51.71320367,4.536770522,1.513619065,8.918218208,4.7385E-19,1.17512E-17
AC058791.1,127.0852994,0.479623719,1.317698552,4.015656658,5.92805E-05,0.000458236
CRYM,480.1532449,-0.201877648,3.534817081,3.010688561,0.002606561,0.014311605
FAM86C1,38.0018652,0.03861289,2.913408493,0.693398012,0.48805981,0.747231418
ATRNL1,140.315298,-2.266052601,2.355144865,-1.695779818,0.089927586,0.272124034
CPXM2,127.8089338,-0.028351676,2.482267271,-0.360178494,0.718713656,0.910616055
NPY1R,147.3816675,-0.034668425,66.49066428,-0.017567006,0.985984278,1
LYPD6,53.52019699,-0.186944055,8.56452864,-0.061154069,0.951236509,1
SDR42E2,27.1286988,0.250964021,1.147556708,3.567183733,0.000360838,0.002399041
PPP1R15A,1216.960769,4.477676264,4.993211645,5.878655563,4.13612E-09,5.51883E-08
TUBB3,27.68293617,0.069575694,3.051537056,0.120004655,0.904479461,1
ZNF549,54.64523068,0.097281019,0.474923159,0.278596788,0.780554278,0.949810731
NR2F2-AS1,1262.883935,-1.273452765,7.958997857,-1.905452141,0.056721323,0.193490312
SLC7A8,1079.808446,0.592188699,3.008327244,1.862643211,0.062512481,0.207521645
IGF2BP1,26.85914083,0.17668064,1.549234579,1.776910851,0.075582909,0.239300401
A2ML1-AS1,59.36920304,0.138225742,1.405803127,0.724827697,0.468557742,0.732012395
MBD5,1618.061102,-1.34786253,0.598464582,-11.65848689,2.07701E-31,8.38363E-30
AC106729.1,23.33049393,-0.089739348,1.458641086,0.430058908,0.66715279,0.87648413
PDLIM2,417.5486721,2.510944598,3.51562055,3.705933066,0.000210614,0.00146912
OVOL1,87.10418339,0.368735639,1.877173491,2.07930744,0.037589102,0.139139704
AL590226.1,50.50643333,0.033054012,1.956970169,1.435625496,0.151108936,0.386363081
AL359636.2,27.33865437,-0.106942704,1.132761538,1.018725917,0.308333105,0.588338247
NTNG2,13.36391045,0.106975148,1.934581839,0.948265542,0.342994288,0.625975979
FHIT,3756.421129,-1.84655257,0.664275404,-4.667905466,3.04286E-06,2.93251E-05
CDK5,110.1028427,5.731771716,2.710322309,-0.247220511,0.804737572,0.96582525
AC023424.3,193.4987497,0.490519299,1.002366382,2.791910483,0.005239785,0.02639593
AK4,1915.461693,-1.531457545,417.6130781,2.110989071,0.034773251,0.130528232
CALD1,1807.372078,-0.138244408,1.139692969,0.14536856,0.884419887,1
AC107464.3,14.69339242,0.193764512,1.699924527,0.948351941,0.342950317,0.625975979
GUCY1A2,66.28078508,-0.296450986,2.713933013,-0.38655777,0.699083627,0.896578004
CA3-AS1,61.35859308,0.137596572,17.45866278,0.088088516,0.929806324,1
CD96,443.7919776,-0.142382728,1.325147387,3.678789265,0.000234344,0.001620584
AL355075.4,40.90787368,0.469588256,5.691605916,0.716712477,0.473551525,0.736228125
LINC02535,54.10335942,0.289461253,18.16341211,0.313979668,0.753536481,0.9347263
ADRA2C,34.57702345,0.398879959,1.803929919,1.795930196,0.072505619,0.232225003
AC007448.5,37.52430356,0.002652771,1.186581275,0.955361941,0.339394694,0.621161186
LINC00924,73.3911886,-0.070631084,1.953633639,0.13046959,0.896194912,1
DIAPH2-AS1,56.16610522,-0.029845427,15.25627379,0.078647662,0.937312876,1
AC025171.2,51.74160791,0.393861866,1.080626568,20.85657873,1.32841E-96,2.41796E-94
MOGAT1,24.09242381,-0.237820542,2.781638494,0.400323474,0.688918281,0.890606598
PARD3-AS1,15.15127341,0.225811525,1.825498129,0.931713404,0.351484658,0.635138581
LINC02506,35.18626838,-0.099469455,2.535400958,1.060557301,0.288891136,0.568761794
MIR4458HG,668.2056785,4.397194738,3.461521193,5.034906615,4.78082E-07,5.0131E-06
SLFN13,38.4820199,1.838464321,1.470166046,2.738970043,0.006163199,0.03041247
CXCR4,1743.606066,7.645788776,7.486060094,6.226708924,4.76335E-10,6.80771E-09
ZNF669,36.86355731,0.18955243,1.044094439,2.947846668,0.003199957,0.017169071
AL022238.2,39.72598719,0.191636006,1.477006686,0.658067614,0.510494685,0.765460917
ANKRD20A1,17.21853261,-0.040290345,1.807243622,0.76348942,0.44517157,0.713502265
GPR153,14.56385961,-0.07459962,1.673330885,1.168297737,0.242686688,0.513195633
RANBP17,285.580978,-1.653247872,2.229315757,-1.678778407,0.093195238,0.279992047
MYLK3,18.77424008,-0.093854322,1.449989189,0.835858485,0.40323452,0.680347315
LIMK2,248.4809871,-0.362736071,0.697048371,-0.390683064,0.696031519,0.894809907
PPP1R1A,695.1308182,4.968753114,3.128860723,3.563784784,0.000365546,0.002421991
FDXACB1,20.18657121,0.399887354,1.539867774,-0.484979455,0.627690919,0.84868035
LINC02296,13.66132681,-0.0282589,1.948468528,1.156394148,0.247519974,0.51864144
AC005225.3,13.84775792,-0.23141267,0.950272159,1.145694478,0.251921589,0.523994733
DHTKD1,424.4475456,-0.503302815,1.099635462,-0.00067754,0.999459401,1
CD86,162.9956558,3.160590508,3.863070201,2.450602803,0.014261723,0.062879491
AC005759.1,48.79381809,3.22754854,0.354642929,0,1,1
AP006621.3,143.4936118,-0.317866418,1.507953712,-0.304689498,0.760602649,0.939321538
MANEA-DT,16.11432571,0.332310345,1.859066524,1.476628906,0.139775139,0.368020424
DNM3OS,30.73215275,0.044844575,1.765729071,0.211495822,0.832500392,0.981680881
GRK6,129.3005364,0.014323345,1.356130462,1.382937723,0.166683962,0.410937947
RPGRIP1,18.19045084,-0.040053255,1.020003842,1.619976446,0.105237337,0.304597836
MIR205HG,78.26273708,0.144693169,2.145127589,-0.107969426,0.914019945,1
DENND3,181.1996335,0.328696848,0.689710047,0.403760214,0.686389056,0.888924046
MDGA1,21.81524458,0.070848756,1.709851717,0.981665293,0.326264769,0.607672673
AC093019.2,27.72128488,0.202385133,1.313730195,1.014373587,0.310404523,0.590509255
GRK3,214.455883,-1.267382062,7.944083329,-1.364587209,0.172382827,0.419202706
CUX2,28.44477789,-0.0120015,2.965256793,0.850321341,0.395146455,0.672732319
PMEL,24.62217486,0.134349452,1.385362701,1.908595644,0.056314274,0.192578449
FAR2,158.2170547,-0.012129934,0.742598239,1.355647471,0.17521136,0.423799029
SLC47A1,402.7493909,-1.304922285,87.52883587,-0.438281387,0.661182317,0.872498475
LINC02669,13.82005404,0.262191758,1.803896107,1.030501133,0.302774821,0.583122712
AFF3,378.8431901,-0.639839748,3.295177387,0.07888065,0.937127554,1
CACNB1,16.68531871,0.024253801,1.753220057,0.606975706,0.543867035,0.791883343
POP7,271.4810932,6.380006124,2.973544351,7.307816806,2.71518E-13,4.85961E-12
SMIM35,29.81189956,-0.117826998,1.666906632,0.26958125,0.787482427,0.954643749
RHCG,1103.426971,1.24564857,5.592950196,3.210716638,0.001324044,0.007923731
AHSP,95.11062545,0.772532074,3.758511331,0.066621733,0.946882844,1
FOXP2,490.6730692,0.304460679,1.129033757,-1.671760668,0.094571526,0.282580349
EZH2,122.972021,-0.059109777,1.246372125,0.116333524,0.907388218,1
AL354836.1,27.06303857,-0.219270421,5.674031134,-0.478938881,0.631982109,0.851124334
AC009478.1,66.23320004,-0.227765795,1.281935967,-1.780139189,0.075053184,0.238327212
DDX10,634.4686183,-0.379511878,0.841932705,0.181025772,0.856347347,0.993575163
AC008050.1,34.52561174,0.107099588,1.462972162,0.828041259,0.407647134,0.684639956
ANKRD36C,286.2711363,-0.867541949,2.108327252,-1.960244014,0.049967276,0.173894053
TENM3,238.3153247,-0.172766849,35.50553689,0.060813177,0.951507996,1
FGF9,297.653834,-0.287161518,1.259924439,0.642052199,0.520839291,0.772422818
PTK2B,344.0481227,0.22495745,1.283600678,-0.969509633,0.332290976,0.61339668
PLVAP,448.7004881,2.248615706,1.946859888,4.399502766,1.08499E-05,9.61478E-05
CYP17A1,234.9910057,-0.257997662,1.499512443,2.300860098,0.02139954,0.088601444
NGFR,14.55786007,0.249496334,1.33253062,-0.142964094,0.886318539,1
RBFOX1,1058.903016,-0.273411588,104.8870189,0.090005331,0.928282978,1
LINC00645,232.7194666,0.016012558,1.842212152,0.957437534,0.338346461,0.620337618
F10,42.99028467,-0.240373299,1.231187061,2.193924791,0.028240817,0.11065766
CCDC80,128.2241614,-0.416635052,3.377989948,1.25039114,0.2111567,0.472628464
OVCH1,19.39562797,-0.009602737,1.856492996,0.899098064,0.368600429,0.651205644
LINC01117,217.2502068,-0.08829781,0.714027633,-1.248111303,0.211990299,0.473387343
TRAF1,120.2029587,0.289873994,2.000173498,1.07522702,0.282273101,0.560998889
SMOC1,23.51550245,-0.21491775,1.460061317,0.679750678,0.496662341,0.75370483
GLYCTK,203.5595864,0.985118373,3.302136077,1.434102238,0.151543089,0.386858457
TOMM40L,39.5015493,0.218145169,1.544719254,1.827484823,0.067626906,0.220032635
LMO1,14.67072437,0.028384543,1.716221196,0.881993692,0.377780219,0.658674457
AL353622.1,30.54696785,0.185010653,1.389331055,0.809934478,0.417977835,0.692466456
ADRB1,21.12007364,0.389971223,2.101740485,1.494681609,0.134997556,0.359459405
SLC39A5,479.2450942,-2.95157421,30673.5209,2.11076926,0.03479215,0.130548373
